1638136922.762290,0
1638136922.881655,20
1638136922.985130,20
1638136923.089490,20
1638136923.200802,20
1638136923.303298,20
1638136923.421675,20
1638136923.535175,20
1638136923.644955,19
1638136923.747625,20
1638136923.857676,20
1638136923.960311,20
1638136924.062993,20
1638136924.167246,5
1638136924.269456,8
1638136924.372625,9
1638136924.475024,12
1638136924.578667,13
1638136924.682226,8
1638136924.788268,6
1638136924.892854,11
1638136925.011190,11
1638136925.114073,6
1638136925.218169,13
1638136925.321525,14
1638136925.440551,15
1638136925.544800,14
1638136925.655793,16
1638136925.758288,16
1638136925.860892,17
1638136925.966856,18
1638136926.070785,20
1638136926.173255,20
1638136926.275934,20
1638136926.379538,20
1638136926.483206,13
1638136926.588287,14
1638136926.691165,14
1638136926.793654,15
1638136926.897923,16
1638136927.001051,17
1638136927.104023,17
1638136927.206808,18
1638136927.316304,18
1638136927.424388,19
1638136927.530492,20
1638136927.638218,20
1638136927.742825,20
1638136927.849400,19
1638136927.951881,19
1638136928.056527,11
1638136928.166536,12
1638136928.283404,13
1638136928.386602,13
1638136928.490028,14
1638136928.592701,15
1638136928.695135,15
1638136928.804031,17
1638136928.913215,18
1638136929.025171,18
1638136929.131541,20
1638136929.240746,20
1638136929.359142,10
1638136929.462729,6
1638136929.567346,8
1638136929.671033,10
1638136929.774536,20
1638136929.877736,20
1638136929.980433,3
1638136930.093238,5
1638136930.196650,8
1638136930.303158,8
1638136930.406273,9
1638136930.509768,10
1638136930.616226,11
1638136930.719427,12
1638136930.842006,13
1638136930.946151,16
1638136931.054476,16
1638136931.171364,17
1638136931.291006,16
1638136931.398890,16
1638136931.513107,17
1638136931.616660,18
1638136931.719149,18
1638136931.821708,18
1638136931.924327,5
1638136932.037232,7
1638136932.141609,8
1638136932.245021,9
1638136932.347489,10
1638136932.450023,11
1638136932.552675,12
1638136932.655353,13
1638136932.758049,13
1638136932.861595,14
1638136932.964800,14
1638136933.067959,18
1638136933.170858,18
1638136933.274576,19
1638136933.390241,18
1638136933.500013,20
1638136933.603106,20
1638136933.705966,10
1638136933.811234,6
1638136933.928280,8
1638136934.032264,9
1638136934.135443,10
1638136934.245314,11
1638136934.348475,12
1638136934.451610,12
1638136934.554495,13
1638136934.657087,14
1638136934.759706,14
1638136934.864417,15
1638136934.967046,16
1638136935.070298,16
1638136935.173430,17
1638136935.286918,19
1638136935.406333,18
1638136935.520966,16
1638136935.624021,18
1638136935.727387,18
1638136935.847696,18
1638136935.954092,13
1638136936.058710,13
1638136936.164227,15
1638136936.269181,15
1638136936.375364,14
1638136936.495578,16
1638136936.598306,16
1638136936.701944,17
1638136936.809644,20
1638136936.933150,20
1638136937.036958,20
1638136937.150668,20
1638136937.257235,19
1638136937.362691,11
1638136937.469639,12
1638136937.572440,12
1638136937.678253,13
1638136937.780843,14
1638136937.884336,15
1638136937.986880,15
1638136938.094056,16
1638136938.197526,16
1638136938.304063,17
1638136938.410641,17
1638136938.516802,18
1638136938.619423,20
1638136938.723110,20
1638136938.830480,20
1638136938.933863,20
1638136939.036777,12
1638136939.147728,12
1638136939.250681,13
1638136939.353625,14
1638136939.456853,15
1638136939.561765,14
1638136939.664913,15
1638136939.771413,16
1638136939.874092,17
1638136939.980142,18
1638136940.087347,19
1638136940.190777,19
1638136940.293657,20
1638136940.405521,19
1638136940.511609,9
1638136940.616386,11
1638136940.722892,12
1638136940.825442,13
1638136940.928751,13
1638136941.032149,14
1638136941.134571,15
1638136941.238212,16
1638136941.343110,20
1638136941.447434,16
1638136941.551754,15
1638136941.661839,16
1638136941.776970,19
1638136941.880582,12
1638136941.987165,12
1638136942.093745,13
1638136942.207987,15
1638136942.317293,16
1638136942.420499,17
1638136942.542680,17
1638136942.645386,17
1638136942.748519,17
1638136942.850896,18
1638136942.953841,18
1638136943.067737,20
1638136943.173565,20
1638136943.278422,11
1638136943.389315,11
1638136943.496624,13
1638136943.599902,13
1638136943.703582,14
1638136943.806733,14
1638136943.916998,16
1638136944.038409,17
1638136944.141834,17
1638136944.245086,18
1638136944.355828,19
1638136944.458303,19
1638136944.560901,20
1638136944.663358,20
1638136944.766449,20
1638136944.869661,11
1638136944.972199,12
1638136945.074847,12
1638136945.177598,14
1638136945.280419,15
1638136945.383100,16
1638136945.486651,16
1638136945.589660,17
1638136945.692345,17
1638136945.795230,18
1638136945.898510,19
1638136946.001030,19
1638136946.103956,20
1638136946.206851,20
1638136946.319492,20
1638136946.423737,12
1638136946.531652,12
1638136946.637320,12
1638136946.743296,14
1638136946.845960,16
1638136946.949510,20
1638136947.079201,20
1638136947.183565,11
1638136947.288657,12
1638136947.392621,14
1638136947.496023,11
1638136947.599252,11
1638136947.702072,12
1638136947.805792,13
1638136947.908726,14
1638136948.012048,14
1638136948.114849,15
1638136948.218077,16
1638136948.320670,16
1638136948.423949,18
1638136948.527515,18
1638136948.645545,19
1638136948.748135,20
1638136948.866342,20
1638136948.969525,20
1638136949.074742,10
1638136949.190758,12
1638136949.293704,13
1638136949.396939,14
1638136949.500152,15
1638136949.606160,16
1638136949.708647,16
1638136949.816967,17
1638136949.919794,17
1638136950.022366,18
1638136950.127608,19
1638136950.230231,19
1638136950.333733,20
1638136950.448198,19
1638136950.552495,19
1638136950.655713,7
1638136950.773033,7
1638136950.882395,8
1638136950.987128,9
1638136951.090385,10
1638136951.201633,11
1638136951.318527,13
1638136951.421848,14
1638136951.527926,15
1638136951.648655,15
1638136951.752979,15
1638136951.856374,16
1638136951.958863,17
1638136952.061467,17
1638136952.164547,20
1638136952.267438,19
1638136952.370738,20
1638136952.485629,20
1638136952.595291,19
1638136952.701048,11
1638136952.805609,11
1638136952.911597,12
1638136953.016194,13
1638136953.119230,14
1638136953.223361,15
1638136953.340453,16
1638136953.443483,17
1638136953.545954,20
1638136953.669781,18
1638136953.773335,9
1638136953.876066,11
1638136953.979094,14
1638136954.083944,8
1638136954.188235,9
1638136954.294380,11
1638136954.411620,12
1638136954.514434,13
1638136954.617474,13
1638136954.720468,14
1638136954.823682,15
1638136954.938795,14
1638136955.045402,15
1638136955.158561,16
1638136955.262470,17
1638136955.365436,17
1638136955.471901,18
1638136955.574773,18
1638136955.678738,18
1638136955.791281,7
1638136955.896247,7
1638136955.999541,10
1638136956.103096,11
1638136956.215455,12
1638136956.329778,13
1638136956.435367,14
1638136956.545297,13
1638136956.661232,14
1638136956.763710,14
1638136956.867826,15
1638136956.970451,16
1638136957.073332,16
1638136957.176514,17
1638136957.279079,17
1638136957.381546,18
1638136957.486627,18
1638136957.591171,19
1638136957.695938,18
1638136957.802686,10
1638136957.907178,10
1638136958.010637,12
1638136958.113343,13
1638136958.215998,13
1638136958.318288,14
1638136958.425296,15
1638136958.537119,17
1638136958.654232,18
1638136958.757906,19
1638136958.877237,19
1638136958.980997,19
1638136959.096683,19
1638136959.199893,12
1638136959.303847,14
1638136959.407092,15
1638136959.511143,15
1638136959.614309,18
1638136959.733460,17
1638136959.847452,19
1638136959.967231,9
1638136960.070806,9
1638136960.173612,10
1638136960.276947,11
1638136960.381110,13
1638136960.484410,13
1638136960.589207,14
1638136960.703457,13
1638136960.819533,13
1638136960.925450,14
1638136961.027885,15
1638136961.131964,15
1638136961.234740,16
1638136961.341160,17
1638136961.443943,17
1638136961.546642,18
1638136961.667992,20
1638136961.795205,20
1638136961.899908,20
1638136962.014513,20
